data,dia_da_semana,mês,dia_do_mes,feriado,promoção_ativa,final_de_semana,data_comemorativa,condição_climática,intensidade_chuva,pedidos_presenciais,pedidos_delivery,faturamento_total,qtd_lanches,qtd_combos,qtd_batatas,qtd_bebidas,qtd_sobremesas
2019-11-09,6,11,9,0,0,1,0,0,2,43,87,7292.54,121,58,65,91,29
2019-11-10,7,11,10,0,0,1,0,3,0,81,49,6802.14,110,59,37,103,26
2019-11-11,1,11,11,0,0,0,0,3,0,35,26,3354.69,50,32,24,42,11
2019-11-12,2,11,12,0,1,0,0,2,0,47,41,5205.97,75,51,37,62,20
2019-11-13,3,11,13,0,1,0,0,2,0,47,48,5553.1,82,53,36,69,26
2019-11-14,4,11,14,0,0,0,0,3,0,46,32,4107.97,68,36,36,55,5
2019-11-15,5,11,15,1,0,0,0,2,0,66,49,6399.47,103,64,47,82,20
2019-11-16,6,11,16,0,0,1,0,3,0,95,54,8460.53,134,67,67,106,30
2019-11-17,7,11,17,0,0,1,0,2,0,65,54,7306.73,109,65,42,84,21
2019-11-18,1,11,18,0,0,0,0,1,1,26,36,3793.37,57,33,24,39,9
2019-11-19,2,11,19,0,0,0,0,2,0,35,32,3809.96,59,36,29,53,11
2019-11-20,3,11,20,0,0,0,0,1,2,27,42,4616.51,63,42,35,53,9
2019-11-21,4,11,21,0,0,0,0,3,0,52,31,4638.61,75,36,30,63,22
2019-11-22,5,11,22,0,1,0,0,2,0,76,69,8162.98,125,75,59,103,32
2019-11-23,6,11,23,0,1,1,0,2,0,102,84,11038.22,165,97,96,153,33
2019-11-24,7,11,24,0,0,1,0,1,2,47,59,6054.72,88,53,38,82,33
2019-11-25,1,11,25,0,0,0,0,3,0,45,31,4736.88,66,40,34,51,21
2019-11-26,2,11,26,0,1,0,0,2,0,42,46,5131.68,74,47,45,61,17
2019-11-27,3,11,27,0,1,0,0,0,2,23,69,5402.48,85,48,39,69,16
2019-11-28,4,11,28,0,0,0,0,2,0,39,44,4246.7,71,42,31,59,24
2019-11-29,5,11,29,0,0,0,0,3,0,79,51,7297.54,108,59,67,88,21
2019-11-30,6,11,30,0,1,1,0,1,2,93,125,13207.77,196,118,114,159,35
2019-12-01,7,12,1,0,1,1,0,0,2,53,115,9930.19,154,90,67,120,58
2019-12-02,1,12,2,0,0,0,0,2,0,51,47,5213.26,88,43,52,71,17
2019-12-03,2,12,3,0,0,0,0,3,0,58,44,5967.45,86,61,39,85,25
2019-12-04,3,12,4,0,0,0,0,1,2,36,59,5757.77,79,58,38,76,24
2019-12-05,4,12,5,0,0,0,0,1,2,43,61,5419.1,90,50,35,76,12
2019-12-06,5,12,6,0,0,0,0,0,2,36,98,7860.41,126,60,72,92,30
2019-12-07,6,12,7,0,0,1,0,1,2,84,117,10380.53,163,92,81,137,49
2019-12-08,7,12,8,0,1,1,0,2,0,114,104,12568.52,201,105,80,159,57
2019-12-09,1,12,9,0,0,0,0,2,0,42,36,4497.06,74,34,35,62,26
2019-12-10,2,12,10,0,0,0,0,3,0,52,36,4938.76,78,32,40,64,18
2019-12-11,3,12,11,0,0,0,0,3,0,46,33,4579.75,75,37,30,57,20
2019-12-12,4,12,12,0,0,0,0,1,1,36,52,5282.5,81,42,43,65,24
2019-12-13,5,12,13,0,0,0,0,2,1,78,59,7252.85,123,60,46,102,31
2019-12-14,6,12,14,0,0,1,0,2,0,77,70,8015.7,122,74,57,103,28
2019-12-15,7,12,15,0,0,1,0,2,0,73,55,7540.06,112,57,66,105,29
2019-12-16,1,12,16,0,0,0,0,0,2,17,36,2948.93,45,27,20,38,11
2019-12-17,2,12,17,0,0,0,0,2,0,41,34,4258.06,64,34,27,55,12
2019-12-18,3,12,18,0,0,0,0,2,0,39,35,4320.29,69,41,26,48,15
2019-12-19,4,12,19,0,0,0,0,3,0,56,44,5699.31,91,51,40,71,27
2019-12-20,5,12,20,0,0,0,0,1,2,45,67,6103.97,91,46,43,87,21
2019-12-21,6,12,21,0,0,1,0,3,0,95,66,9206.38,142,80,65,108,17
2019-12-22,7,12,22,0,0,1,0,3,0,78,49,6743.85,106,63,63,85,11
2019-12-23,1,12,23,0,0,0,0,2,0,37,28,4091.59,62,40,29,44,14
2019-12-24,2,12,24,0,0,0,1,2,0,54,50,6166.28,94,59,42,88,20
2019-12-25,3,12,25,1,0,0,0,2,0,43,43,4806.95,77,45,35,57,19
2019-12-26,4,12,26,0,0,0,0,2,0,51,43,5603.9,86,49,46,70,28
2019-12-27,5,12,27,0,0,0,0,2,0,64,55,6472.13,100,54,65,94,37
2019-12-28,6,12,28,0,1,1,0,1,2,88,116,11598.46,189,101,98,155,68
2019-12-29,7,12,29,0,0,1,0,3,0,85,58,8039.62,129,71,57,107,28
2019-12-30,1,12,30,0,0,0,0,2,0,42,31,4220.72,61,42,24,51,16
2019-12-31,2,12,31,0,0,0,1,1,2,43,59,6361.18,89,55,45,70,25
2020-01-01,3,1,1,1,0,0,0,2,0,49,33,4579.78,69,46,26,57,20
2020-01-02,4,1,2,0,0,0,0,1,2,26,37,3431.98,55,30,25,44,16
2020-01-03,5,1,3,0,0,0,0,1,2,43,59,5221.08,91,47,43,76,22
2020-01-04,6,1,4,0,0,1,0,2,0,78,57,7926.01,118,72,66,103,35
2020-01-05,7,1,5,0,1,1,0,3,0,88,73,9383.97,141,84,68,116,45
2020-01-06,1,1,6,0,1,0,0,1,1,32,48,4642.16,72,37,45,59,22
2020-01-07,2,1,7,0,0,0,0,3,0,38,28,4070.17,59,38,23,52,15
2020-01-08,3,1,8,0,0,0,0,2,1,38,33,4019.76,59,33,29,52,13
2020-01-09,4,1,9,0,0,0,0,0,2,18,42,3127.09,49,26,26,37,16
2020-01-10,5,1,10,0,0,0,0,2,0,53,42,5673.8,77,59,47,67,23
2020-01-11,6,1,11,0,0,1,0,2,0,61,45,5873.32,84,56,49,76,20
2020-01-12,7,1,12,0,1,1,0,1,1,47,71,6663.23,105,62,42,85,13
2020-01-13,1,1,13,0,0,0,0,1,2,18,26,2620.38,40,21,16,27,9
2020-01-14,2,1,14,0,0,0,0,3,0,32,22,3118.7,48,28,20,41,12
2020-01-15,3,1,15,0,0,0,0,0,2,12,38,2744.97,45,24,24,35,9
2020-01-16,4,1,16,0,1,0,0,2,0,37,33,3588.46,55,36,28,49,11
2020-01-17,5,1,17,0,0,0,0,1,2,34,41,4510.66,66,44,34,53,17
2020-01-18,6,1,18,0,1,1,0,3,0,89,61,7654.65,126,64,71,92,36
2020-01-19,7,1,19,0,1,1,0,1,1,57,68,7355.92,113,74,53,83,26
2020-01-20,1,1,20,0,0,0,0,2,0,26,23,2803.12,44,25,21,34,14
2020-01-21,2,1,21,0,0,0,0,2,0,31,25,3023.15,48,27,27,36,9
2020-01-22,3,1,22,0,0,0,0,3,0,31,23,3098.87,46,25,25,35,16
2020-01-23,4,1,23,0,0,0,0,3,0,37,23,3425.64,51,32,29,40,12
2020-01-24,5,1,24,0,0,0,0,1,1,32,44,4170.37,63,39,34,54,19
2020-01-25,6,1,25,0,0,1,0,3,0,79,59,7638.2,118,68,55,104,39
2020-01-26,7,1,26,0,0,1,0,3,0,60,45,5773.72,91,44,48,72,22
2020-01-27,1,1,27,0,0,0,0,3,0,30,16,2765.69,41,23,23,34,8
2020-01-28,2,1,28,0,0,0,0,3,0,38,22,3727.22,53,33,28,45,12
2020-01-29,3,1,29,0,1,0,0,2,0,40,41,4494.23,67,44,35,65,15
2020-01-30,4,1,30,0,0,0,0,3,0,35,28,3810.88,55,34,30,45,19
2020-01-31,5,1,31,0,0,0,0,2,0,52,37,5575.57,78,52,39,61,26
2020-02-01,6,2,1,0,0,1,0,3,0,70,63,7992.48,114,70,63,93,18
2020-02-02,7,2,2,0,0,1,0,3,0,74,46,6712.27,106,61,48,89,19
2020-02-03,1,2,3,0,0,0,0,2,0,32,27,3565.67,51,29,28,43,10
2020-02-04,2,2,4,0,0,0,0,3,0,41,31,4415.78,61,39,31,45,23
2020-02-05,3,2,5,0,0,0,0,2,0,39,34,4645.58,60,39,35,58,15
2020-02-06,4,2,6,0,0,0,0,1,2,33,41,4175.8,70,35,23,52,8
2020-02-07,5,2,7,0,0,0,0,3,0,54,47,5543.57,80,50,52,75,17
2020-02-08,6,2,8,0,0,1,0,2,0,66,49,6492.97,97,58,43,80,34
2020-02-09,7,2,9,0,1,1,0,1,1,66,79,8393.01,124,61,60,101,44
2020-02-10,1,2,10,0,1,0,0,1,1,29,38,3938.27,59,33,29,52,11
2020-02-11,2,2,11,0,0,0,0,2,0,33,24,3346.12,47,25,26,41,15
2020-02-12,3,2,12,0,0,0,0,1,2,24,39,3685.0,55,34,23,46,15
2020-02-13,4,2,13,0,0,0,0,1,2,24,39,3630.03,56,35,27,48,12
2020-02-14,5,2,14,0,0,0,1,3,0,73,52,6633.99,105,60,51,101,31
2020-02-15,6,2,15,0,1,1,0,2,0,84,71,9156.22,133,94,61,113,33
2020-02-16,7,2,16,0,0,1,0,3,0,59,39,5664.76,90,48,34,78,21
2020-02-17,1,2,17,0,0,0,0,3,0,32,20,3043.18,45,27,17,35,14
2020-02-18,2,2,18,0,0,0,0,2,1,32,24,3218.76,47,25,21,44,9
2020-02-19,3,2,19,0,0,0,0,1,1,22,26,2590.84,41,21,18,34,12
2020-02-20,4,2,20,1,0,0,0,2,0,44,30,3742.15,65,26,29,54,16
2020-02-21,5,2,21,1,0,0,0,2,1,55,51,5982.72,94,57,34,63,25
2020-02-22,6,2,22,0,0,1,0,0,2,26,72,5426.36,86,46,46,70,24
2020-02-23,7,2,23,0,0,1,0,0,2,22,56,4023.45,67,31,30,60,16
2020-02-24,1,2,24,0,0,0,0,3,0,26,21,2567.65,40,21,19,35,10
2020-02-25,2,2,25,0,0,0,0,3,0,41,24,3592.93,57,31,23,45,12
2020-02-26,3,2,26,0,0,0,0,2,0,33,31,4069.15,51,43,30,45,13
2020-02-27,4,2,27,0,0,0,0,3,0,42,31,3648.27,59,36,23,55,13
2020-02-28,5,2,28,0,0,0,0,0,2,21,57,4063.61,67,35,24,57,14
2020-02-29,6,2,29,0,0,1,0,3,0,71,52,6704.05,112,65,49,89,24
2020-03-01,7,3,1,1,0,1,0,3,0,94,67,8666.05,134,80,91,117,37
2020-03-02,1,3,2,1,0,0,0,2,1,33,37,3921.26,59,38,22,46,20
2020-03-03,2,3,3,0,0,0,0,3,0,36,32,4279.6,58,38,28,44,15
2020-03-04,3,3,4,0,0,0,0,3,0,51,33,4874.26,74,38,36,65,14
2020-03-05,4,3,5,0,1,0,0,2,1,64,50,6748.39,100,62,49,71,18
2020-03-06,5,3,6,0,0,0,0,3,0,60,43,4793.96,90,41,37,72,15
2020-03-07,6,3,7,0,0,1,0,3,0,94,55,8991.53,135,91,64,104,33
2020-03-08,7,3,8,0,0,1,0,1,2,37,56,4817.29,86,39,33,68,15
2020-03-09,1,3,9,0,0,0,0,2,0,30,24,3076.52,48,27,18,37,16
2020-03-10,2,3,10,0,0,0,0,3,0,44,25,3944.4,59,35,21,47,18
2020-03-11,3,3,11,0,0,0,0,3,0,35,22,3776.39,52,33,27,46,13
2020-03-12,4,3,12,0,0,0,0,2,0,39,31,4018.5,67,40,26,51,15
2020-03-13,5,3,13,0,0,0,0,1,2,32,45,4406.72,64,39,29,57,19
2020-03-14,6,3,14,0,0,1,0,1,2,46,68,7015.1,97,73,44,83,21
2020-03-15,7,3,15,0,0,1,0,1,2,39,47,4906.11,73,46,36,67,14
2020-03-16,1,3,16,0,0,0,0,3,0,33,24,3244.29,49,27,25,41,15
2020-03-17,2,3,17,0,0,0,0,1,2,24,26,2895.03,42,23,24,38,12
2020-03-18,3,3,18,0,0,0,0,1,2,23,32,3081.23,50,27,21,45,11
2020-03-19,4,3,19,0,0,0,0,3,0,36,31,3639.06,56,35,27,49,7
2020-03-20,5,3,20,0,0,0,0,3,0,51,42,5298.99,79,46,37,68,25
2020-03-21,6,3,21,0,0,1,0,2,0,63,49,6715.72,96,62,54,80,22
2020-03-22,7,3,22,0,0,1,0,1,1,36,56,4867.36,83,36,39,65,14
2020-03-23,1,3,23,0,0,0,0,1,1,23,29,3007.59,48,27,18,34,7
2020-03-24,2,3,24,0,1,0,0,3,0,52,33,4715.65,71,47,31,60,20
2020-03-25,3,3,25,0,1,0,0,3,0,53,38,5795.26,81,54,45,68,23
2020-03-26,4,3,26,0,0,0,0,0,2,18,45,3388.29,57,27,27,45,14
2020-03-27,5,3,27,0,0,0,0,3,0,57,39,5881.9,87,49,37,68,21
2020-03-28,6,3,28,0,0,1,0,1,2,46,63,6305.68,99,67,40,85,12
2020-03-29,7,3,29,0,0,1,0,1,1,43,44,4867.45,77,44,39,62,20
2020-03-30,1,3,30,0,0,0,0,1,2,23,30,2924.18,44,30,20,36,11
2020-03-31,2,3,31,0,0,0,0,1,1,21,34,3346.5,51,24,29,41,14
2020-04-01,3,4,1,0,0,0,0,0,2,20,46,4065.7,61,35,32,52,10
2020-04-02,4,4,2,0,0,0,0,1,2,33,49,5002.76,68,52,25,57,19
2020-04-03,5,4,3,0,0,0,0,1,1,47,66,6590.13,95,64,57,74,26
2020-04-04,6,4,4,0,0,1,0,3,0,102,53,8932.7,134,84,58,106,35
2020-04-05,7,4,5,0,0,1,0,3,0,71,53,7032.72,106,58,49,87,24
2020-04-06,1,4,6,0,1,0,0,3,0,49,44,5619.88,79,53,40,63,20
2020-04-07,2,4,7,0,0,0,0,3,0,51,29,4512.49,67,44,40,52,16
2020-04-08,3,4,8,0,0,0,0,3,0,48,30,4383.27,72,39,37,57,23
2020-04-09,4,4,9,0,0,0,0,2,0,41,37,4271.13,70,36,33,49,22
2020-04-10,5,4,10,0,0,0,0,0,2,26,62,4809.65,81,30,36,63,17
2020-04-11,6,4,11,0,0,1,0,2,1,55,55,6012.92,99,48,44,86,27
2020-04-12,7,4,12,0,0,1,0,2,0,54,39,4791.19,74,32,43,68,19
2020-04-13,1,4,13,0,0,0,0,3,0,28,23,2841.64,41,25,20,38,11
2020-04-14,2,4,14,0,0,0,0,3,0,34,22,3057.75,49,26,28,40,10
2020-04-15,3,4,15,0,0,0,0,3,0,36,30,3555.82,55,34,30,42,16
2020-04-16,4,4,16,0,0,0,0,3,0,44,32,4369.23,69,40,30,53,22
2020-04-17,5,4,17,0,0,0,0,2,0,47,36,4294.33,68,36,33,61,20
2020-04-18,6,4,18,0,0,1,0,0,2,24,76,5893.48,93,48,39,79,21
2020-04-19,7,4,19,0,0,1,0,2,1,49,46,6006.67,85,51,40,69,32
2020-04-20,1,4,20,0,0,0,0,0,2,14,32,2367.2,42,25,19,32,9
2020-04-21,2,4,21,1,1,0,0,3,0,51,41,5110.09,82,42,39,66,15
2020-04-22,3,4,22,0,1,0,0,3,0,47,35,4843.04,67,46,36,61,18
2020-04-23,4,4,23,0,0,0,0,2,1,37,28,3631.91,54,34,31,46,13
2020-04-24,5,4,24,0,0,0,0,1,2,38,46,4621.66,77,40,38,56,21
2020-04-25,6,4,25,0,0,1,0,1,2,45,68,6158.14,94,57,54,86,24
2020-04-26,7,4,26,0,0,1,0,3,0,66,44,5438.37,86,62,46,86,18
2020-04-27,1,4,27,0,0,0,0,3,0,29,22,2920.47,50,25,23,35,5
2020-04-28,2,4,28,0,0,0,0,2,1,30,27,3378.87,45,28,23,41,18
2020-04-29,3,4,29,0,0,0,0,2,1,31,28,3135.01,51,25,22,44,17
2020-04-30,4,4,30,0,0,0,0,3,0,47,29,4342.4,67,38,37,52,19
2020-05-01,5,5,1,1,0,0,0,2,0,76,60,7855.9,110,73,65,107,27
2020-05-02,6,5,2,0,1,1,0,3,0,142,100,13216.64,194,127,94,167,69
2020-05-03,7,5,3,0,0,1,0,3,0,74,49,7193.96,109,68,50,98,22
2020-05-04,1,5,4,0,0,0,0,3,0,42,26,4026.65,66,34,29,51,12
2020-05-05,2,5,5,0,1,0,0,1,2,37,55,4964.77,79,49,32,63,13
2020-05-06,3,5,6,0,0,0,0,3,0,50,34,4935.04,74,41,50,67,13
2020-05-07,4,5,7,0,0,0,0,2,0,46,39,4845.06,76,47,31,60,20
2020-05-08,5,5,8,0,0,0,0,3,0,68,48,6287.85,99,55,45,87,26
2020-05-09,6,5,9,0,0,1,0,3,0,79,60,6933.12,116,58,58,96,28
2020-05-10,7,5,10,0,0,1,0,3,0,66,50,6181.17,95,50,51,82,20
2020-05-11,1,5,11,0,0,0,0,1,2,21,33,3082.97,49,28,18,39,14
2020-05-12,2,5,12,0,0,0,1,3,0,53,33,5306.66,77,52,38,60,16
2020-05-13,3,5,13,0,0,0,0,2,0,34,28,3787.32,59,35,29,46,12
2020-05-14,4,5,14,0,0,0,0,2,1,38,36,3983.98,68,32,33,53,16
2020-05-15,5,5,15,0,0,0,0,3,0,55,36,5575.15,78,49,39,72,23
2020-05-16,6,5,16,0,1,1,0,3,0,112,75,10462.75,156,95,84,135,48
2020-05-17,7,5,17,0,1,1,0,3,0,83,61,8688.74,121,84,57,115,42
2020-05-18,1,5,18,0,0,0,0,2,0,25,22,2751.28,43,24,20,29,7
2020-05-19,2,5,19,0,0,0,0,3,0,38,29,3916.18,58,35,28,56,7
2020-05-20,3,5,20,0,1,0,0,3,0,48,28,4664.31,67,47,24,55,14
2020-05-21,4,5,21,0,0,0,0,2,0,34,30,3900.85,59,38,25,50,13
2020-05-22,5,5,22,0,0,0,0,3,0,56,41,5730.11,88,51,40,73,24
2020-05-23,6,5,23,0,0,1,0,1,2,47,55,5811.87,99,45,36,72,29
2020-05-24,7,5,24,0,0,1,0,2,1,54,49,6293.52,88,53,41,66,27
2020-05-25,1,5,25,0,0,0,0,2,0,31,25,3317.54,51,32,16,40,15
2020-05-26,2,5,26,0,0,0,0,3,0,40,26,3451.47,54,29,30,48,14
2020-05-27,3,5,27,0,0,0,0,2,0,30,28,3306.28,51,30,25,42,10
2020-05-28,4,5,28,0,0,0,0,3,0,43,35,5266.97,73,43,39,57,23
2020-05-29,5,5,29,0,0,0,0,1,2,44,66,6100.77,96,60,46,76,14
2020-05-30,6,5,30,0,0,1,0,2,0,66,58,6643.0,102,58,54,91,32
2020-05-31,7,5,31,0,1,1,0,1,2,66,92,9256.78,142,92,66,121,35
2020-06-01,1,6,1,0,1,0,0,2,0,60,41,6103.69,91,52,34,64,26
2020-06-02,2,6,2,0,0,0,0,2,0,38,31,4091.81,58,38,28,47,17
2020-06-03,3,6,3,0,0,0,0,3,0,47,34,4758.64,72,44,34,64,20
2020-06-04,4,6,4,0,0,0,0,3,0,52,36,5224.51,79,42,34,68,20
2020-06-05,5,6,5,0,0,0,0,3,0,79,46,6864.78,109,72,43,93,27
2020-06-06,6,6,6,0,1,1,0,3,0,133,85,12104.23,194,86,90,159,56
2020-06-07,7,6,7,0,1,1,0,3,0,101,74,10218.27,145,93,87,119,20
2020-06-08,1,6,8,0,0,0,0,3,0,38,27,3415.72,57,32,26,48,17
2020-06-09,2,6,9,0,0,0,0,3,0,40,29,4089.92,58,43,26,50,17
2020-06-10,3,6,10,0,0,0,0,3,0,49,30,4719.66,66,45,31,55,17
2020-06-11,4,6,11,0,0,0,0,3,0,48,29,4366.65,64,40,32,52,16
2020-06-12,5,6,12,0,0,0,1,3,0,77,50,6715.39,109,56,66,92,26
2020-06-13,6,6,13,0,0,1,0,3,0,71,53,7495.66,112,71,65,93,20
2020-06-14,7,6,14,0,0,1,0,3,0,53,47,6122.17,88,57,41,68,25
2020-06-15,1,6,15,0,0,0,0,3,0,32,20,2821.57,47,28,18,36,10
2020-06-16,2,6,16,0,0,0,0,3,0,35,23,3601.65,47,37,28,40,13
2020-06-17,3,6,17,0,0,0,0,3,0,43,26,4162.2,57,38,34,59,11
2020-06-18,4,6,18,0,0,0,0,3,0,37,26,3704.26,53,33,24,48,17
2020-06-19,5,6,19,0,0,0,0,3,0,52,46,5579.27,83,56,50,73,14
2020-06-20,6,6,20,0,0,1,0,3,0,74,55,7812.75,117,69,52,92,33
2020-06-21,7,6,21,0,0,1,0,3,0,60,39,5379.25,84,45,39,78,17
2020-06-22,1,6,22,0,0,0,0,1,2,21,33,2868.78,45,26,24,39,12
2020-06-23,2,6,23,0,0,0,0,3,0,31,23,2907.35,43,29,26,38,9
2020-06-24,3,6,24,0,0,0,0,2,0,33,31,3763.82,53,34,20,44,13
2020-06-25,4,6,25,0,0,0,0,1,1,31,27,3319.05,53,26,25,43,16
2020-06-26,5,6,26,0,0,0,0,3,0,61,36,5282.34,82,48,36,71,20
2020-06-27,6,6,27,0,0,1,0,3,0,83,59,8072.15,114,66,68,98,30
2020-06-28,7,6,28,0,1,1,0,3,0,99,71,9069.44,167,65,77,119,32
2020-06-29,1,6,29,0,0,0,0,3,0,38,25,3419.31,55,29,24,42,10
2020-06-30,2,6,30,0,0,0,0,3,0,37,24,3423.34,58,27,29,40,14
2020-07-01,3,7,1,0,0,0,0,1,2,28,47,4123.53,62,37,33,55,13
2020-07-02,4,7,2,0,0,0,0,3,0,56,44,5608.99,85,48,37,77,18
2020-07-03,5,7,3,0,0,0,0,3,0,74,48,6882.45,107,54,58,88,25
2020-07-04,6,7,4,0,0,1,0,3,0,91,57,8043.33,126,71,63,105,37
2020-07-05,7,7,5,0,0,1,0,3,0,83,56,7539.98,118,66,51,97,35
2020-07-06,1,7,6,0,0,0,0,3,0,46,27,4482.1,62,38,38,49,19
2020-07-07,2,7,7,0,0,0,0,2,0,34,35,4378.07,60,42,32,48,16
2020-07-08,3,7,8,0,1,0,0,3,0,61,42,6512.22,89,63,42,75,20
2020-07-09,4,7,9,0,1,0,0,3,0,77,53,7878.47,114,72,58,94,19
2020-07-10,5,7,10,0,0,0,0,2,1,70,47,5947.98,96,59,44,86,32
2020-07-11,6,7,11,0,0,1,0,3,0,82,57,7523.42,126,72,60,103,26
2020-07-12,7,7,12,0,0,1,0,2,0,55,47,5797.47,90,57,46,75,28
2020-07-13,1,7,13,0,1,0,0,3,0,44,37,4310.75,73,31,30,55,15
2020-07-14,2,7,14,0,0,0,0,2,0,32,30,3690.55,54,29,27,50,15
2020-07-15,3,7,15,0,0,0,0,1,2,24,35,3567.57,49,34,30,47,16
2020-07-16,4,7,16,0,0,0,0,3,0,54,33,5300.54,74,52,31,65,18
2020-07-17,5,7,17,0,0,0,0,1,1,44,54,5432.58,89,51,30,56,22
2020-07-18,6,7,18,0,0,1,0,3,0,92,56,8377.62,127,79,58,108,23
2020-07-19,7,7,19,0,1,1,0,3,0,88,67,9263.19,128,80,82,121,46
2020-07-20,1,7,20,0,0,0,0,3,0,34,28,3686.03,59,31,20,48,14
2020-07-21,2,7,21,0,0,0,0,3,0,42,27,3911.33,56,38,30,49,20
2020-07-22,3,7,22,0,0,0,0,3,0,42,25,3675.16,59,33,31,49,15
2020-07-23,4,7,23,0,0,0,0,3,0,42,32,3977.2,62,33,30,54,23
2020-07-24,5,7,24,0,0,0,0,3,0,65,45,6766.82,103,64,48,77,25
2020-07-25,6,7,25,0,0,1,0,3,0,81,51,8390.38,123,73,52,99,29
2020-07-26,7,7,26,0,0,1,0,3,0,79,50,7180.12,122,57,62,100,17
2020-07-27,1,7,27,0,0,0,0,3,0,37,29,3882.18,57,35,28,48,12
2020-07-28,2,7,28,0,0,0,0,2,0,38,33,4711.22,57,42,40,51,13
2020-07-29,3,7,29,0,0,0,0,2,1,35,33,3775.17,59,37,28,45,12
2020-07-30,4,7,30,0,0,0,0,3,0,48,38,5066.24,73,40,30,62,23
2020-07-31,5,7,31,0,0,0,0,3,0,63,45,6119.09,97,54,44,78,20
2020-08-01,6,8,1,0,0,1,0,3,0,114,62,10586.46,157,100,87,126,22
2020-08-02,7,8,2,0,1,1,0,3,0,117,76,11706.98,173,97,87,122,38
2020-08-03,1,8,3,0,1,0,0,2,0,48,38,4687.06,68,43,36,62,18
2020-08-04,2,8,4,0,0,0,0,3,0,44,34,4559.85,69,38,38,64,12
2020-08-05,3,8,5,0,0,0,0,3,0,50,35,4847.57,76,48,29,61,9
2020-08-06,4,8,6,0,0,0,0,2,0,51,40,5000.29,78,51,38,68,15
2020-08-07,5,8,7,0,1,0,0,1,2,68,86,8270.34,136,65,82,111,39
2020-08-08,6,8,8,0,1,1,0,2,0,115,91,13053.76,181,115,71,143,50
2020-08-09,7,8,9,0,1,1,0,3,0,118,67,10069.48,183,69,74,119,57
2020-08-10,1,8,10,0,0,0,0,3,0,38,27,3861.85,65,32,29,45,15
2020-08-11,2,8,11,0,0,0,1,3,0,52,33,5061.52,66,42,49,61,23
2020-08-12,3,8,12,0,1,0,0,2,0,36,42,4410.38,66,41,26,55,17
2020-08-13,4,8,13,0,1,0,0,3,0,55,40,5487.4,90,44,29,70,22
2020-08-14,5,8,14,0,0,0,0,2,0,56,52,5987.32,87,48,49,72,15
2020-08-15,6,8,15,0,0,1,0,2,1,83,51,7143.01,112,65,58,94,33
2020-08-16,7,8,16,0,0,1,0,3,0,49,41,4741.93,78,43,44,71,18
2020-08-17,1,8,17,0,0,0,0,2,0,30,26,3122.68,47,26,24,38,8
2020-08-18,2,8,18,0,0,0,0,3,0,39,23,3370.16,54,28,19,43,16
2020-08-19,3,8,19,0,0,0,0,3,0,35,26,3010.05,53,25,28,43,9
2020-08-20,4,8,20,0,0,0,0,3,0,49,35,4753.76,77,40,22,62,27
2020-08-21,5,8,21,0,1,0,0,3,0,73,54,6512.34,110,44,66,86,31
2020-08-22,6,8,22,0,1,1,0,3,0,109,77,10232.19,151,85,90,137,37
2020-08-23,7,8,23,0,1,1,0,3,0,101,64,9505.95,149,86,51,113,41
2020-08-24,1,8,24,0,0,0,0,3,0,35,22,3254.19,48,32,26,39,12
2020-08-25,2,8,25,0,0,0,0,3,0,36,31,4286.48,62,42,36,51,13
2020-08-26,3,8,26,0,0,0,0,2,0,39,34,4227.79,62,43,23,47,16
2020-08-27,4,8,27,0,0,0,0,1,2,32,39,4162.14,63,37,37,48,23
2020-08-28,5,8,28,0,0,0,0,2,0,63,48,6836.21,101,65,48,77,29
2020-08-29,6,8,29,0,0,1,0,1,2,51,68,6773.59,99,62,52,79,28
2020-08-30,7,8,30,0,0,1,0,3,0,67,42,6962.26,92,68,46,89,26
2020-08-31,1,8,31,0,0,0,0,2,1,29,29,3257.52,53,30,28,38,14
2020-09-01,2,9,1,0,0,0,0,2,0,33,31,3484.76,51,31,31,46,10
2020-09-02,3,9,2,0,0,0,0,3,0,51,34,5063.75,77,43,35,69,11
2020-09-03,4,9,3,0,0,0,0,3,0,52,35,4548.26,74,46,36,61,16
2020-09-04,5,9,4,0,0,0,0,2,0,54,53,6231.08,97,44,50,82,28
2020-09-05,6,9,5,0,0,1,0,3,0,90,60,9494.71,132,91,50,103,43
2020-09-06,7,9,6,0,0,1,0,2,1,70,56,8859.83,119,86,64,95,42
2020-09-07,1,9,7,1,0,0,0,1,2,27,43,4059.71,64,34,31,45,16
2020-09-08,2,9,8,0,0,0,0,3,0,35,25,3670.06,49,36,30,44,16
2020-09-09,3,9,9,0,1,0,0,2,0,52,43,5644.4,86,49,38,65,21
2020-09-10,4,9,10,0,0,0,0,3,0,51,34,4546.94,76,38,36,58,20
2020-09-11,5,9,11,0,0,0,0,3,0,51,41,5400.0,77,53,33,69,16
2020-09-12,6,9,12,0,0,1,0,2,0,66,52,6661.02,103,62,44,87,34
2020-09-13,7,9,13,0,0,1,0,3,0,54,35,4857.39,79,43,47,65,16
2020-09-14,1,9,14,0,0,0,0,0,2,14,30,2653.6,38,25,17,32,9
2020-09-15,2,9,15,0,0,0,0,3,0,35,23,3162.87,47,31,30,39,10
2020-09-16,3,9,16,0,1,0,0,3,0,47,34,4403.28,72,39,31,61,11
2020-09-17,4,9,17,0,0,0,0,3,0,42,31,3906.29,60,31,37,51,20
2020-09-18,5,9,18,0,0,0,0,2,0,44,41,5093.88,82,39,30,68,19
